avg_consum,qty_records
349.6498209635417,34943
365.6976725260417,34927
369.2962646484375,34936
351.2136637369792,34991
19.646167755126953,34983
222.8187459309896,34966
299.17083740234375,35015
166.58224487304688,34968
159.09708658854166,34944
28.687835693359375,34926
109.9600830078125,34967
276.3739013671875,34936
57.79016621907552,34783
150.6961669921875,34990
325.12640380859375,34959
224.94584147135416,34941
65.81833394368489,34944
373.2692464192708,35039
289.14683024088544,34960
338.01633707682294,35008
172.71484375,35040
276.6855875651042,34982
71.1324971516927,34903
365.02392578125,34952
291.5192464192708,35013
69.97200012207031,34829
230.55891927083334,34944
390.9060872395833,35032
183.43082682291666,35007
93.94291178385417,34952
252.5869140625,35008
197.91817220052084,34657
188.4886678059896,34990
261.32248942057294,34998
295.7609049479167,34920
277.3976643880208,35007
107.37325032552083,34952
37.21216583251953,34959
184.232421875,35015
257.77524820963544,34951
136.9280802408854,34703
169.090087890625,34936
294.3241780598958,35008
292.31516520182294,34998
188.83333333333334,35040
270.7220865885417,34912
226.2199910481771,34927
32.430582682291664,34956
74.3754170735677,34968
348.1067708333333,34992
256.5848388671875,34918
236.47216796875,34976
336.25474039713544,35021
228.18658447265625,35023
332.6251627604167,34870
6.968583424886067,34879
369.2881673177083,34910
186.98990885416666,34973
117.29017130533855,34960
304.1024169921875,34967
68.68900044759114,34712
42.8999989827474,35032
178.006591796875,35014
338.1456705729167,34928
316.93882242838544,34983
207.5566609700521,34917
233.68865966796875,34975
73.36316426595052,34959
27.226168314615887,35015
364.79150390625,34805
342.447998046875,35015
93.57657877604167,34695
169.40791829427084,34944
297.96641031901044,34999
324.232421875,34974
140.59491984049478,34934
25.511998494466145,34687
354.2209879557292,35008
104.09108479817708,34911
314.38242594401044,35008
34.698333740234375,34991
252.8205769856771,34951
297.7152506510417,34968
297.20892333984375,34992
58.9808349609375,34984
184.1380818684896,35007
95.30991617838542,34984
142.41558837890625,34557
298.6109212239583,34918
194.47674560546875,34759
121.58641560872395,34967
81.90258280436198,35039
81.63641357421875,34983
2.7597500483194985,35008
274.7933349609375,34975
267.06516520182294,34949
293.7388509114583,34960
23.159584045410156,34976
340.0345052083333,34960
105.22083536783855,34903
307.92083740234375,34943
160.11257934570312,34991
21.436665852864582,34973
251.5995890299479,34951
165.07967122395834,35008
110.14225260416667,34887
88.8302510579427,34982
236.73624674479166,34702
114.25741577148438,34919
318.19175211588544,34848
137.63316853841147,34983
1.5151666005452473,34936
134.54891967773438,34976
406.563720703125,34912
105.43624877929688,34782
233.85017903645834,35015
370.4319254557292,34767
173.5444132486979,34998
174.57784016927084,34896
84.26800028483073,34926
146.97533162434897,34952
383.7633463541667,34974
47.66766866048177,34984
310.44492594401044,34984
132.6449178059896,34924
210.0910847981771,34927
115.00216674804688,34960
173.68766276041666,34920
218.27349853515625,34936
339.8954264322917,34658
78.56725056966145,34960
353.8431803385417,34951
154.54649861653647,34957
103.62674967447917,34651
29.878334045410156,34863
294.75099690755206,34959
347.2427571614583,34968
151.5643310546875,34762
56.65892028808594,34920
226.6341552734375,34984
44.04191589355469,35040
205.302001953125,34945
260.5071614583333,34959
305.837158203125,35000
30.969167073567707,34961
166.2484130859375,34976
140.26683553059897,34990
125.8822530110677,35023
233.9050089518229,34944
301.58099365234375,35007
340.5638427734375,34960
100.44608561197917,34975
308.2379964192708,34912
131.57208251953125,34936
207.23665364583334,34976
124.42024739583333,34960
75.84525044759114,35000
99.4179178873698,34904
39.782501220703125,34895
58.967997233072914,34968
169.97083536783853,34959
279.44508870442706,34911
250.96842447916666,34975
93.5873311360677,34983
358.6446533203125,34895
359.9974772135417,35014
380.15673828125,34983
333.39674886067706,34968
125.2435811360677,34966
315.8318277994792,34991
373.4524739583333,34983
219.5425821940104,34902
301.0797526041667,34984
168.03299967447916,34991
17.475500742594402,35008
217.0478312174479,34976
332.35300699869794,34903
280.34283447265625,35008
267.5907389322917,34589
73.85825093587239,34959
304.76416015625,34975
119.9840799967448,34705
310.7373453776042,34912
69.32525126139323,34952
9.704249699910482,34975
32.31358337402344,34951
153.9732462565104,34944
233.71573893229166,35040
195.1375732421875,34944
367.4918212890625,34769
282.17490641276044,35040
139.41766357421875,34951
278.51666259765625,35024
119.17966715494792,35040
402.0924072265625,35016
44.67508443196615,34912
72.0629170735677,35024
196.5703328450521,35024
164.75115966796875,35000
229.5325927734375,34968
89.08766682942708,34975
3.0575831731160483,34967
266.16916910807294,34960
269.2965087890625,34984
236.15584309895834,34966
132.04224650065103,34950
51.14666748046875,35024
260.798095703125,35015
114.04733276367188,34944
271.49582926432294,34951
290.65716552734375,34927
348.3654378255208,34951
245.22515869140625,34991
74.57766723632812,34998
212.99483235677084,35015
94.40658569335938,34996
406.7350260416667,35008
345.1013590494792,35039
35.38849894205729,35008
68.91550191243489,34752
183.3487548828125,34669
137.02283732096353,34896
220.37333170572916,34902
202.45758056640625,34912
269.69167073567706,34936
167.3200887044271,35029
359.7205810546875,34992
137.8635050455729,34992
76.75458272298177,34968
149.83550008138022,34967
223.4794921875,34975
251.81158447265625,34910
145.17850748697916,35040
150.91167195638022,35039
292.6509195963542,34853
354.7515869140625,34960
291.47141520182294,34983
324.2225748697917,34967
144.87357584635416,34926
321.7413330078125,34791
344.6568196614583,34894
264.5815022786458,34958
24.032915751139324,34991
388.42724609375,34928
199.374755859375,35039
54.75908406575521,34960
258.83441162109375,35008
165.58366902669272,34944
143.57550048828125,35008
131.45833333333334,34984
297.0682373046875,34951
394.3309326171875,35040
197.6844278971354,34983
11.263582865397135,34967
247.0706787109375,34982
205.09883626302084,34967
230.44708251953125,34950
294.9667561848958,35006
245.7696736653646,34983
172.6567586263021,35008
384.860595703125,34872
195.49609375,35040
198.4782511393229,34923
289.0266520182292,34871
212.4044189453125,34958
361.978515625,34999
200.61983235677084,35007
344.8965657552083,34966
388.5400797526042,34960
143.17008463541666,34918
394.3107503255208,34720
305.24916585286456,34950
260.6055908203125,34983
111.90533447265625,35013
68.26833089192708,34896
154.02108764648438,35000
383.9906819661458,35016
93.77224731445312,35024
152.03399658203125,34831
270.04233805338544,34920
61.974833170572914,35024
127.88683064778645,35040
31.282249450683594,34981
102.54866536458333,34920
135.83399454752603,34926
216.93157958984375,35015
150.43624877929688,34575
311.47865804036456,35000
220.2752482096354,34904
395.683837890625,34840
94.3286641438802,34990
149.53158569335938,34959
187.83258056640625,34943
239.4112548828125,34992
121.68341064453125,34959
201.80342610677084,34911
309.29925537109375,34936
256.7997639973958,35000
202.81099446614584,34919
203.13041178385416,35023
176.7854207356771,34707
125.68741861979167,34982
30.102999369303387,34711
235.8319091796875,34982
376.1345621744792,35039
157.8309122721354,34968
59.524749755859375,34968
396.583740234375,35039
338.15541585286456,34941
388.7205810546875,34976
267.6898193359375,34984
199.6084187825521,34977
231.0653279622396,34936
298.5367431640625,34877
71.38941446940105,34927
335.07883707682294,34984
246.7310791015625,34936
122.15374755859375,35040
86.23850504557292,35039
118.40974934895833,34982
121.01749674479167,34961
146.51416015625,34944
18.517083485921223,34910
43.66500345865885,34862
347.9300130208333,34951
208.85917154947916,34991
185.4614054361979,35008
169.31317138671875,34997
179.9669189453125,34967
305.80291748046875,34919
173.36092122395834,34960
117.92191569010417,34723
71.2574971516927,34984
349.46533203125,34959
247.2513224283854,34856
182.63566080729166,34983
230.1846720377604,34944
139.17875162760416,34983
385.7819010416667,34974
326.6365152994792,35038
200.6849161783854,34934
215.70674641927084,34957
103.57191975911458,34788
356.89306640625,34911
322.2414143880208,34863
171.40775553385416,34992
185.29874674479166,34946
106.19825236002605,34991
181.82208251953125,35040
90.4441630045573,35008
222.66817220052084,35000
208.6556599934896,35040
163.0599161783854,34958
20.599834442138672,34449
10.102666854858398,34992
67.39683532714844,34686
224.84590657552084,34761
245.1588338216146,35024
105.4933369954427,34999
289.7569173177083,34960
63.45091756184896,34960
7.863083521525065,34969
108.9046630859375,35040
135.29341634114584,34872
299.8339029947917,34850
399.920166015625,34960
392.5163167317708,34992
200.7615763346354,35024
357.5341796875,34944
177.0824178059896,35040
132.2421671549479,34959
235.35882568359375,34981
335.01141357421875,34993
68.64808146158855,34968
226.61358642578125,35015
165.9390869140625,34951
137.69525146484375,34951
322.10341389973956,34919
53.70858256022135,34527
389.319580078125,34959
67.892333984375,34838
